Name,Display Name,XML Attribute,Type,Supports Zero Impressions,Enum Values,Behavior,Notes
DevicePreference,Device preference,devicePreference,FeedItemDevicePreference,True,,Attribute,
EndTime,End date,endDate,DateTime,True,,Attribute,
ExternalCustomerId,Customer ID,customerID,Long,True,,Attribute,
FeedId,Feed ID,feedID,Long,True,,Attribute,
FeedItemId,Item ID,itemID,Long,True,,Attribute,
Impressions,Impressions,impressions,Long,True,,Metric,
IsSelfAction,This extension vs. Other,thisExtensionVsOther,Boolean,False,,Attribute,
KeywordMatchType,Target keyword match type,targetKeywordMatchType,KeywordMatchType,True,"EXACT / Exact
PHRASE / Phrase
BROAD / Broad
",Attribute,"Predicate values / display values:
EXACT / Exact
PHRASE / Phrase
BROAD / Broad
"
KeywordText,Target keyword text,targetKeywordText,String,True,,Attribute,
Month,Month,month,String,True,,Segment,
MonthOfYear,Month of Year,monthOfYear,MonthOfYear,True,"JANUARY / January
FEBRUARY / February
MARCH / March
APRIL / April
MAY / May
JUNE / June
JULY / July
AUGUST / August
SEPTEMBER / September
OCTOBER / October
NOVEMBER / November
DECEMBER / December
",Segment,"Predicate values / display values:
JANUARY / January
FEBRUARY / February
MARCH / March
APRIL / April
MAY / May
JUNE / June
JULY / July
AUGUST / August
SEPTEMBER / September
OCTOBER / October
NOVEMBER / November
DECEMBER / December
"
PlaceholderType,Feed placeholder type,feedPlaceholderType,Integer,True,,Attribute,
PrimaryCompanyName,Company name,companyName,String,True,,Attribute,
Quarter,Quarter,quarter,String,True,,Segment,
Scheduling,Scheduling,scheduling,FeedItemScheduling,True,,Attribute,
Slot,Top vs. Other,topVsOther,Slot,True,"SearchRhs / Google search: Side
SearchTop / Google search: Top
SearchOther / Google search: Other
Content / Google Display Network
AfsTop / Search partners: Top
AfsOther / Search partners: Other
Unknown / 
",Segment,"Predicate values / display values:
SearchRhs / Google search: Side
SearchTop / Google search: Top
SearchOther / Google search: Other
Content / Google Display Network
AfsTop / Search partners: Top
AfsOther / Search partners: Other
Unknown / 
"
StartTime,Start date,startDate,DateTime,True,,Attribute,
Status,Item state,itemState,Status,True,"ENABLED / Enabled
REMOVED / Removed
UNKNOWN / unknown
",Attribute,"Predicate values / display values:
ENABLED / Enabled
REMOVED / Removed
UNKNOWN / unknown
"
UrlCustomParameters,Custom parameter,customParameter,CustomParameters,True,,Attribute,
ValidationDetails,Approval Status,approvalStatus,List,True,,Attribute,"List elements are delimited by the semicolon character (;)
"
ValuePerConversion,Value / converted click,valueConvertedClick,Double,True,,Metric,
ValuePerConversionManyPerClick,Value / conv.,valueConv,Double,True,,Metric,
Week,Week,week,String,True,,Segment,
Year,Year,year,Integer,True,,Segment,
