Name,Display Name,XML Attribute,Type,Supports Zero Impressions,Enum Values,Behavior,Notes
ClickType,Click type,clickType,ClickType,False,"URL_CLICKS / Headline
CALLS / Phone calls
OTHER / Other
PRODUCT_EXTENSION_CLICKS / Product plusbox offer
SITELINKS / Sitelink
PRODUCT_LISTING_AD_CLICKS / Product listing ad
GET_DIRECTIONS / Driving direction
OFFER_PRINTS / Print offer
BREADCRUMBS / Breadcrumbs
CALL_TRACKING / Manually dialed phone calls
MOBILE_CALL_TRACKING / Mobile phone calls
LOCATION_EXPANSION / Get location details
UNKNOWN / unknown
",Segment,"The Impressions field will reflect how often the ad was served with that click type available. Since ads can serve with multiple click types displayed, impressions may be double counted and the totals may not be accurate.
Predicate values / display values:
URL_CLICKS / Headline
CALLS / Phone calls
OTHER / Other
PRODUCT_EXTENSION_CLICKS / Product plusbox offer
SITELINKS / Sitelink
PRODUCT_LISTING_AD_CLICKS / Product listing ad
GET_DIRECTIONS / Driving direction
OFFER_PRINTS / Print offer
BREADCRUMBS / Breadcrumbs
CALL_TRACKING / Manually dialed phone calls
MOBILE_CALL_TRACKING / Mobile phone calls
LOCATION_EXPANSION / Get location details
UNKNOWN / unknown
"
Clicks,Clicks,clicks,Long,True,,Metric,
ConversionCategoryName,Conversion category,conversionCategory,String,False,,Segment,"Not compatible with non-conversion stats (AverageCpc, Clicks, etc). Prevents zero-conversion rows from being returned.  Values: ""Other"", ""View of a key page"", ""Purchase/Sale"", ""Signup"", ""Lead""
"
ConversionManyPerClickSignificance,Conversion ACE indicator,conversionACEIndicator,SignificanceData,True,,Metric,
ConversionRate,Click conversion rate,clickConversionRate,Double,True,,Metric,"Percentage returned as ""x.xx%"".
"
ConversionRateManyPerClick,Conv. rate,convRate,Double,True,,Metric,"Percentage returned as ""x.xx%"".
"
ConversionRateManyPerClickSignificance,Conversion rate ACE indicator,conversionRateACEIndicator,SignificanceData,True,,Metric,
ConversionRateSignificance,Click conversion rate ACE indicator,clickConversionRateACEIndicator,SignificanceData,True,,Metric,
ConversionSignificance,Converted clicks ACE indicator,convertedClicksACEIndicator,SignificanceData,True,,Metric,
ConversionTypeName,Conversion name,conversionName,String,False,,Attribute,"Not compatible with non-conversion stats (AverageCpc, Clicks, etc).  Prevents zero-conversion rows from being returned.
"
ConversionValue,Total conv. value,totalConvValue,Double,True,,Metric,
Conversions,Converted clicks,convertedClicks,Long,True,,Metric,
ConversionsManyPerClick,Conversions,conversions,Long,True,,Metric,
Cost,Cost,cost,Money,True,,Metric,
CostPerConversion,Cost / converted click,costConvertedClick,Money,True,,Metric,
CostPerConversionManyPerClick,Cost / conv.,costConv,Money,True,,Metric,
CostPerConversionManyPerClickSignificance,Cost/conversion ACE indicator,costConversionACEIndicator,SignificanceData,True,,Metric,
CostPerConversionSignificance,Cost/converted click ACE indicator,costConvertedClickACEIndicator,SignificanceData,True,,Metric,
CostSignificance,Cost ACE indicator,costACEIndicator,SignificanceData,True,,Metric,
CpcSignificance,CPC ACE indicator,cPCACEIndicator,SignificanceData,True,,Metric,
CpmSignificance,CPM ACE indicator,cPMACEIndicator,SignificanceData,True,,Metric,
CreativeApprovalStatus,Ad Approval Status,adApprovalStatus,ApprovalStatus,True,"APPROVED / approved
FAMILY_SAFE / approved
NON_FAMILY_SAFE / approved (non family)
PORN / approved (adult)
UNCHECKED / pending review
DISAPPROVED / disapproved
",Attribute,"Predicate values / display values:
APPROVED / approved
FAMILY_SAFE / approved
NON_FAMILY_SAFE / approved (non family)
PORN / approved (adult)
UNCHECKED / pending review
DISAPPROVED / disapproved
"
CreativeDestinationUrl,Destination URL,destinationURL,String,True,,Attribute,
CreativeFinalAppUrls,App final URL,appFinalURL,List,True,,Attribute,"List elements are delimited by the semicolon character (;)
"
CreativeFinalMobileUrls,Mobile final URL,mobileFinalURL,List,True,,Attribute,"List elements are delimited by the semicolon character (;)
"
CreativeFinalUrls,Final URL,finalURL,List,True,,Attribute,"List elements are delimited by the semicolon character (;)
"
CreativeTrackingUrlTemplate,Tracking template,trackingTemplate,String,True,,Attribute,
CreativeUrlCustomParameters,Custom parameter,customParameter,CustomParameters,True,,Attribute,
Ctr,CTR,ctr,Double,True,,Metric,"Percentage returned as ""x.xx%"".
"
CtrSignificance,CTR ACE indicator,cTRACEIndicator,SignificanceData,True,,Metric,
CustomerDescriptiveName,Client name,clientName,String,True,,Attribute,
Date,Day,day,Date,True,,Segment,
DayOfWeek,Day of week,dayOfWeek,DayOfWeek,True,"MONDAY / Monday
TUESDAY / Tuesday
WEDNESDAY / Wednesday
THURSDAY / Thursday
FRIDAY / Friday
SATURDAY / Saturday
SUNDAY / Sunday
",Segment,"Predicate values / display values:
MONDAY / Monday
TUESDAY / Tuesday
WEDNESDAY / Wednesday
THURSDAY / Thursday
FRIDAY / Friday
SATURDAY / Saturday
SUNDAY / Sunday
"
Description1,Description line 1,descriptionLine1,String,True,,Attribute,
Description2,Description line 2,descriptionLine2,String,True,,Attribute,
Device,Device,device,DeviceType,True,"UNKNOWN / Other
DESKTOP / Computers
HIGH_END_MOBILE / Mobile devices with full browsers
TABLET / Tablets with full browsers
",Segment,"Predicate values / display values:
UNKNOWN / Other
DESKTOP / Computers
HIGH_END_MOBILE / Mobile devices with full browsers
TABLET / Tablets with full browsers
"
DevicePreference,Device preference,devicePreference,Long,True,,Attribute,
DisplayUrl,Display URL,displayURL,String,True,,Attribute,
ExternalCustomerId,Customer ID,customerID,Long,True,,Attribute,
Headline,Ad,ad,String,True,,Attribute,
Id,Ad ID,adID,Long,True,,Attribute,
ImageAdUrl,Image Ad URL,imageAdURL,String,True,,Attribute,"Prefix this value with ""https://tpc.googlesyndication.com/pageadimg/imgad?id="" to get the full URL.
"
ImageCreativeName,Image ad name,imageAdName,String,True,,Attribute,
ImpressionAssistedConversionValue,Impr. Assisted Conv. Value,imprAssistedConvValue,Double,True,,Metric,
ImpressionAssistedConversions,Impr. Assisted Conv.,imprAssistedConv,Long,True,,Metric,
ImpressionAssistedConversionsOverLastClickConversions,Impr. Assisted Conv. / Last Click Conv.,imprAssistedConvLastClickConv,Double,True,,Metric,
ImpressionSignificance,Impressions ACE indicator,impressionsACEIndicator,SignificanceData,True,,Metric,
Impressions,Impressions,impressions,Long,True,,Metric,
IsNegative,Is negative,isNegative,Boolean,False,,Attribute,
KeywordId,Keyword ID,keywordID,Long,False,,Attribute,"In the Ad Performance Report this field contains the ID of the criterion that triggered the ad, segmenting the report and preventing zero impressions. The ID can be for any type of criterion, including placements, verticals, etc. Cross-reference with the Criteria Report to determine the criteria type and details.
"
LabelIds,Label IDs,labelIDs,List,True,,Attribute,"List elements are delimited by the semicolon character (;)
"
Labels,Labels,labels,List,True,,Attribute,"List elements are delimited by the semicolon character (;)
"
Month,Month,month,String,True,,Segment,
MonthOfYear,Month of Year,monthOfYear,MonthOfYear,True,"JANUARY / January
FEBRUARY / February
MARCH / March
APRIL / April
MAY / May
JUNE / June
JULY / July
AUGUST / August
SEPTEMBER / September
OCTOBER / October
NOVEMBER / November
DECEMBER / December
",Segment,"Predicate values / display values:
JANUARY / January
FEBRUARY / February
MARCH / March
APRIL / April
MAY / May
JUNE / June
JULY / July
AUGUST / August
SEPTEMBER / September
OCTOBER / October
NOVEMBER / November
DECEMBER / December
"
PercentNewVisitors,% new visits,newVisits,Double,True,,Metric,
PositionSignificance,Position ACE indicator,positionACEIndicator,SignificanceData,True,,Metric,
PrimaryCompanyName,Company name,companyName,String,True,,Attribute,
PromotionLine,Ad,ad,String,True,,Attribute,
Quarter,Quarter,quarter,String,True,,Segment,
SharedSetName,List name,listName,String,True,,Attribute,
Slot,Top vs. Other,topVsOther,Slot,True,"SearchRhs / Google search: Side
SearchTop / Google search: Top
SearchOther / Google search: Other
Content / Google Display Network
AfsTop / Search partners: Top
AfsOther / Search partners: Other
Unknown / 
",Segment,"Predicate values / display values:
SearchRhs / Google search: Side
SearchTop / Google search: Top
SearchOther / Google search: Other
Content / Google Display Network
AfsTop / Search partners: Top
AfsOther / Search partners: Other
Unknown / 
"
Status,Ad state,adState,Status,True,"ENABLED / enabled
PAUSED / paused
DISABLED / disabled
",Attribute,"Predicate values / display values:
ENABLED / enabled
PAUSED / paused
DISABLED / disabled
"
Url,Destination URL,destinationURL,String,True,,Attribute,
ValuePerConversion,Value / converted click,valueConvertedClick,Double,True,,Metric,
ValuePerConversionManyPerClick,Value / conv.,valueConv,Double,True,,Metric,
ViewThroughConversions,View-through conv.,viewThroughConv,Long,True,,Metric,
ViewThroughConversionsSignificance,View-through conv. ACE indicator,viewThroughConvACEIndicator,SignificanceData,True,,Metric,
Week,Week,week,String,True,,Segment,
Year,Year,year,Integer,True,,Segment,
