Name,Display Name,XML Attribute,Type,Supports Zero Impressions,Enum Values,Behavior,Notes
DayOfWeek,Day of week,dayOfWeek,DayOfWeek,True,"MONDAY / Monday
TUESDAY / Tuesday
WEDNESDAY / Wednesday
THURSDAY / Thursday
FRIDAY / Friday
SATURDAY / Saturday
SUNDAY / Sunday
",Segment,"Predicate values / display values:
MONDAY / Monday
TUESDAY / Tuesday
WEDNESDAY / Wednesday
THURSDAY / Thursday
FRIDAY / Friday
SATURDAY / Saturday
SUNDAY / Sunday
"
Device,Device,device,DeviceType,True,"UNKNOWN / Other
DESKTOP / Computers
HIGH_END_MOBILE / Mobile devices with full browsers
TABLET / Tablets with full browsers
",Segment,"Predicate values / display values:
UNKNOWN / Other
DESKTOP / Computers
HIGH_END_MOBILE / Mobile devices with full browsers
TABLET / Tablets with full browsers
"
ExternalCustomerId,Customer ID,customerID,Long,True,,Attribute,
Impressions,Impressions,impressions,Long,True,,Metric,
LocationExtensionSource,Location Extension Source,locationExtensionSource,Source,True,"ADWORDS_FRONTEND / AdWords frontend
LBC_SYNC / lbc sync
",Attribute,"Predicate values / display values:
ADWORDS_FRONTEND / AdWords frontend
LBC_SYNC / lbc sync
"
Month,Month,month,String,True,,Segment,
MonthOfYear,Month of Year,monthOfYear,MonthOfYear,True,"JANUARY / January
FEBRUARY / February
MARCH / March
APRIL / April
MAY / May
JUNE / June
JULY / July
AUGUST / August
SEPTEMBER / September
OCTOBER / October
NOVEMBER / November
DECEMBER / December
",Segment,"Predicate values / display values:
JANUARY / January
FEBRUARY / February
MARCH / March
APRIL / April
MAY / May
JUNE / June
JULY / July
AUGUST / August
SEPTEMBER / September
OCTOBER / October
NOVEMBER / November
DECEMBER / December
"
NumOfflineImpressions,Phone impressions,phoneImpressions,Long,True,,Metric,
NumOfflineInteractions,Phone calls,phoneCalls,Long,True,,Metric,
OfflineInteractionCost,Phone cost,phoneCost,Money,True,,Metric,
OfflineInteractionRate,PTR,ptr,Double,True,,Metric,
PrimaryCompanyName,Company name,companyName,String,True,,Attribute,
Quarter,Quarter,quarter,String,True,,Segment,
Slot,Top vs. Other,topVsOther,Slot,True,"SearchRhs / Google search: Side
SearchTop / Google search: Top
SearchOther / Google search: Other
Content / Google Display Network
AfsTop / Search partners: Top
AfsOther / Search partners: Other
Unknown / 
",Segment,"Predicate values / display values:
SearchRhs / Google search: Side
SearchTop / Google search: Top
SearchOther / Google search: Other
Content / Google Display Network
AfsTop / Search partners: Top
AfsOther / Search partners: Other
Unknown / 
"
Status,State,state,Status,True,"ENABLED / enabled
REMOVED / removed
",Attribute,"Predicate values / display values:
ENABLED / enabled
REMOVED / removed
"
ValuePerConversion,Value / converted click,valueConvertedClick,Double,True,,Metric,
ViewThroughConversions,View-through conv.,viewThroughConv,Long,True,,Metric,
Week,Week,week,String,True,,Segment,
Year,Year,year,Integer,True,,Segment,
