Name,Display Name,XML Attribute,Type,Supports Zero Impressions,Enum Values,Behavior,Notes
ConversionRateManyPerClickSignificance,Conversion rate ACE indicator,conversionRateACEIndicator,SignificanceData,True,,Metric,
ConversionRateSignificance,Click conversion rate ACE indicator,clickConversionRateACEIndicator,SignificanceData,True,,Metric,
ConversionSignificance,Converted clicks ACE indicator,convertedClicksACEIndicator,SignificanceData,True,,Metric,
ConversionTypeName,Conversion name,conversionName,String,False,,Attribute,"Not compatible with non-conversion stats (AverageCpc, Clicks, etc).  Prevents zero-conversion rows from being returned.
"
ConversionValue,Total conv. value,totalConvValue,Double,True,,Metric,
Conversions,Converted clicks,convertedClicks,Long,True,,Metric,
ConversionsManyPerClick,Conversions,conversions,Long,True,,Metric,
Cost,Cost,cost,Money,True,,Metric,
CostPerConversion,Cost / converted click,costConvertedClick,Money,True,,Metric,
CostPerConversionManyPerClick,Cost / conv.,costConv,Money,True,,Metric,
CostPerConversionManyPerClickSignificance,Cost/conversion ACE indicator,costConversionACEIndicator,SignificanceData,True,,Metric,
CostPerConversionSignificance,Cost/converted click ACE indicator,costConvertedClickACEIndicator,SignificanceData,True,,Metric,
CostSignificance,Cost ACE indicator,costACEIndicator,SignificanceData,True,,Metric,
CpcBid,Max. CPC,maxCPC,Money,True,,Attribute,
CpcBidSource,Max CPC source,maxCPCSource,BidSource,True,"ADGROUP / ad groups
CRITERION / ad group criteria
",Attribute,"Predicate values / display values:
ADGROUP / ad groups
CRITERION / ad group criteria
"
CpcSignificance,CPC ACE indicator,cPCACEIndicator,SignificanceData,True,,Metric,
CpmBid,Max. CPM,maxCPM,Money,True,,Attribute,
CpmSignificance,CPM ACE indicator,cPMACEIndicator,SignificanceData,True,,Metric,
Criteria,Keyword / Placement,keywordPlacement,String,True,,Attribute,
CriteriaDestinationUrl,Keyword/Placement destination URL,keywordPlacementDestinationURL,String,True,,Attribute,"In the Destination URL report, this field behaves as a segment.
"
CriteriaType,Criteria Type,criteriaType,Type,True,"CONTENT_LABEL / Content Label
KEYWORD / Keyword
PLACEMENT / Placement
VERTICAL / Vertical
USER_LIST / User List
USER_INTEREST / User Interest
MOBILE_APPLICATION / Mobile Application
MOBILE_APP_CATEGORY / Mobile App Category
PRODUCT / Product
PRODUCT_PARTITION / Product Partition
IP_BLOCK / IP Block
WEBPAGE / Webpage
LANGUAGE / Language
LOCATION / Location
AGE_RANGE / Age
CARRIER / Carrier
OPERATING_SYSTEM_VERSION / Operating System Version
MOBILE_DEVICE / Mobile Device
GENDER / Gender
PROXIMITY / Proximity
PLATFORM / Platform
AD_SCHEDULE / Ad Schedule
LOCATION_GROUPS / Location Groups
PRODUCT_SCOPE / Product Scope
APP_PAYMENT_MODEL / App Payment Model
UNKNOWN / unknown
",Attribute,"Predicate values / display values:
CONTENT_LABEL / Content Label
KEYWORD / Keyword
PLACEMENT / Placement
VERTICAL / Vertical
USER_LIST / User List
USER_INTEREST / User Interest
MOBILE_APPLICATION / Mobile Application
MOBILE_APP_CATEGORY / Mobile App Category
PRODUCT / Product
PRODUCT_PARTITION / Product Partition
IP_BLOCK / IP Block
WEBPAGE / Webpage
LANGUAGE / Language
LOCATION / Location
AGE_RANGE / Age
CARRIER / Carrier
OPERATING_SYSTEM_VERSION / Operating System Version
MOBILE_DEVICE / Mobile Device
GENDER / Gender
PROXIMITY / Proximity
PLATFORM / Platform
AD_SCHEDULE / Ad Schedule
LOCATION_GROUPS / Location Groups
PRODUCT_SCOPE / Product Scope
APP_PAYMENT_MODEL / App Payment Model
UNKNOWN / unknown
"
Ctr,CTR,ctr,Double,True,,Metric,"Percentage returned as ""x.xx%"".
"
CtrSignificance,CTR ACE indicator,cTRACEIndicator,SignificanceData,True,,Metric,
CustomerDescriptiveName,Client name,clientName,String,True,,Attribute,
Date,Day,day,Date,True,,Segment,
DayOfWeek,Day of week,dayOfWeek,DayOfWeek,True,"MONDAY / Monday
TUESDAY / Tuesday
WEDNESDAY / Wednesday
THURSDAY / Thursday
FRIDAY / Friday
SATURDAY / Saturday
SUNDAY / Sunday
",Segment,"Predicate values / display values:
MONDAY / Monday
TUESDAY / Tuesday
WEDNESDAY / Wednesday
THURSDAY / Thursday
FRIDAY / Friday
SATURDAY / Saturday
SUNDAY / Sunday
"
Device,Device,device,DeviceType,True,"UNKNOWN / Other
DESKTOP / Computers
HIGH_END_MOBILE / Mobile devices with full browsers
TABLET / Tablets with full browsers
",Segment,"Predicate values / display values:
UNKNOWN / Other
DESKTOP / Computers
HIGH_END_MOBILE / Mobile devices with full browsers
TABLET / Tablets with full browsers
"
DisplayName,Criteria Display Name,criteriaDisplayName,String,True,,Attribute,
EnhancedCpcEnabled,Enhanced CPC enabled,enhancedCPCEnabled,Boolean,True,,Attribute,
ExternalCustomerId,Customer ID,customerID,Long,True,,Attribute,
FinalAppUrls,App final URL,appFinalURL,AppUrlList,True,,Attribute,
FinalMobileUrls,Mobile final URL,mobileFinalURL,UrlList,True,,Attribute,
FinalUrls,Final URL,finalURL,UrlList,True,,Attribute,
FirstPageCpc,First page CPC,firstPageCPC,Bid,True,,Attribute,"Usually a number in micros, but may be prefixed with ""auto: "" or may simply be the string ""auto"" if automatic bidding is used.
"
Id,Keyword ID,keywordID,Long,True,,Attribute,
ImpressionSignificance,Impressions ACE indicator,impressionsACEIndicator,SignificanceData,True,,Metric,
Impressions,Impressions,impressions,Long,True,,Metric,
IsNegative,Is negative,isNegative,Boolean,True,,Attribute,
LabelIds,Label IDs,labelIDs,List,True,,Attribute,"List elements are delimited by the semicolon character (;)
"
Labels,Labels,labels,List,True,,Attribute,"List elements are delimited by the semicolon character (;)
"
Month,Month,month,String,True,,Segment,
MonthOfYear,Month of Year,monthOfYear,MonthOfYear,True,"JANUARY / January
FEBRUARY / February
MARCH / March
APRIL / April
MAY / May
JUNE / June
JULY / July
AUGUST / August
SEPTEMBER / September
OCTOBER / October
NOVEMBER / November
DECEMBER / December
",Segment,"Predicate values / display values:
JANUARY / January
FEBRUARY / February
MARCH / March
APRIL / April
MAY / May
JUNE / June
JULY / July
AUGUST / August
SEPTEMBER / September
OCTOBER / October
NOVEMBER / November
DECEMBER / December
"
Parameter,Dynamic ad target,dynamicAdTarget,WebpageParameter,True,,Attribute,
PositionSignificance,Position ACE indicator,positionACEIndicator,SignificanceData,True,,Metric,
PrimaryCompanyName,Company name,companyName,String,True,,Attribute,
QualityScore,Quality score,qualityScore,Integer,True,,Attribute,
Quarter,Quarter,quarter,String,True,,Segment,
Slot,Top vs. Other,topVsOther,Slot,True,"SearchRhs / Google search: Side
SearchTop / Google search: Top
SearchOther / Google search: Other
Content / Google Display Network
AfsTop / Search partners: Top
AfsOther / Search partners: Other
Unknown / 
",Segment,"Predicate values / display values:
SearchRhs / Google search: Side
SearchTop / Google search: Top
SearchOther / Google search: Other
Content / Google Display Network
AfsTop / Search partners: Top
AfsOther / Search partners: Other
Unknown / 
"
Status,Keyword/Placement state,keywordPlacementState,UserStatus,True,"ENABLED / enabled
REMOVED / removed
PAUSED / paused
",Attribute,"Predicate values / display values:
ENABLED / enabled
REMOVED / removed
PAUSED / paused
"
TopOfPageCpc,Top of page CPC,topOfPageCPC,Bid,True,,Attribute,"Usually a number in micros, but may be prefixed with ""auto: "" or may simply be the string ""auto"" if automatic bidding is used.
"
TrackingUrlTemplate,Tracking template,trackingTemplate,String,True,,Attribute,
UrlCustomParameters,Custom parameter,customParameter,CustomParameters,True,,Attribute,
ValuePerConversion,Value / converted click,valueConvertedClick,Double,True,,Metric,
ValuePerConversionManyPerClick,Value / conv.,valueConv,Double,True,,Metric,
ViewThroughConversions,View-through conv.,viewThroughConv,Long,True,,Metric,
ViewThroughConversionsSignificance,View-through conv. ACE indicator,viewThroughConvACEIndicator,SignificanceData,True,,Metric,
Week,Week,week,String,True,,Segment,
Year,Year,year,Integer,True,,Segment,
